game_year,woba,whiff_rate,strike_rate,k_rate,n_pitches
2019,0.337235948570215,0.2367984605427396,0.6350045819654385,0.2284507706488885,734401
2020,0.33365567076040265,0.24662659419634414,0.6279298574899154,0.23338638479324944,264262
2021,0.32684521627056884,0.23884088952228258,0.6366127583108715,0.23090232956698947,712320
2022,0.31833686692831875,0.2342013351607056,0.6409245152842117,0.2231490164464845,710210
2023,0.3289441876999645,0.23625046886721682,0.6375915102874491,0.226401483924155,720684
2024,0.31978073644675775,0.23118667212087146,0.6416536852459294,0.22484597338244644,710631
2025,0.32254086148480865,0.23025822635384388,0.6383872947912409,0.22109649793546413,711897
