game_year,Breaking,Fastball,Offspeed,Other
2019,27.973681953047453,58.387720060294036,12.29273925280603,1.3458587338524866
2020,28.64127267635907,57.17204895141943,13.47034382544596,0.7163345467755485
2021,28.611859838274935,57.58226639712489,12.833136792452828,0.9727369721473496
2022,30.42761999971839,55.83433069092241,12.757212655411779,0.980836653947424
2023,30.494779959038915,55.26111305371009,13.032341497799314,1.2117654894516876
2024,29.932552900169007,55.594957157793566,13.265956593506335,1.206533348531094
2025,30.390070473678076,54.764804459072025,13.563619456185375,1.281505611064522
