game_year,pitch_type,pitch_category,n_pitches,woba,batting_avg,whiff_rate,strike_rate,called_strike_rate,zone_rate,avg_velocity
2019,CU,Breaking,61135,0.2950690477911937,0.22915222915222916,0.2993057552479152,0.5941768217878466,0.19595976118426434,0.4274965240860391,78.47177557863746
2019,FC,Fastball,48061,0.336244769874477,0.2575315840621963,0.2289891395154553,0.6441189321903414,0.14591872828280728,0.47000686627411,88.43475166975304
2019,FF,Fastball,263386,0.37102142127442217,0.2677258931509855,0.1898970248956985,0.6531364613153319,0.1807954864723258,0.5327845823240415,93.3852387750298
2019,FS,Offspeed,11423,0.26184127979924715,0.1998663101604278,0.3396752501230113,0.6110478858443491,0.07730018383962181,0.3647903352884531,85.34957541801627
2019,KC,Breaking,17406,0.27842627599243863,0.2133265771472004,0.3316174478461122,0.61139836837872,0.18717683557394002,0.4255429162357808,80.76864874181317
2019,SI,Fastball,117353,0.37790723339849913,0.294826364280652,0.13321773777023538,0.6497234838478778,0.18773273797857745,0.5062503728068307,92.52326485049379
2019,SL,Breaking,120552,0.29111164736164735,0.21730382293762576,0.34307663481356565,0.6310222974318137,0.14397936160329153,0.4282633220518946,84.72545789368901
2019,ST,Breaking,6346,0.2525673137132123,0.18181818181818182,0.36989795918367346,0.62102111566341,0.18862275449101795,0.42325874566656163,81.08766151906714
2020,CH,Offspeed,30692,0.30526063511084484,0.2311265969802555,0.30144404332129965,0.6105499804509318,0.10510882314609671,0.3966180112081324,84.45844519744558
2020,CU,Breaking,21368,0.2898505869797225,0.21464646464646464,0.3104848634014275,0.5752527143391988,0.19496443279670536,0.4080400599026582,78.22997940846125
2020,FC,Fastball,18565,0.3431448157669238,0.25875440658049353,0.2405844155844156,0.6429841098841906,0.145219499057366,0.48047401023431185,88.22302720172367
2020,FF,Fastball,91684,0.3664566645666457,0.25922836287799794,0.19789627603122567,0.646034204441342,0.18355438244404695,0.536353125954365,93.36038240041884
2020,FS,Offspeed,4905,0.27273356401384086,0.21021465581051074,0.3416698730280877,0.6095820591233435,0.07971457696228339,0.3732925586136595,85.24774719673802
2020,KC,Breaking,6971,0.27930607187112766,0.21333333333333335,0.33368200836820083,0.5997704776933008,0.18820829149332952,0.42547697604360923,81.24736766604505
2020,SI,Fastball,40835,0.37293944684370123,0.2873995197828583,0.13709365859042993,0.6478755969144117,0.20416309538386188,0.5157585404677361,92.66597281743601
2020,SL,Breaking,44089,0.28784884252905113,0.20881971465629054,0.3483291722681006,0.6215609335661957,0.1491301685227608,0.4280659574950668,84.40860532105513
2020,ST,Breaking,3260,0.2462846347607053,0.18370165745856354,0.33237616654702085,0.6012269938650306,0.17392638036809815,0.4223926380368098,80.54840490797548
2021,CH,Offspeed,80027,0.3067633734498696,0.23742989274820428,0.2839702500366981,0.6082822047558949,0.0975170879828058,0.39654116735601735,84.80675646969148
2021,CU,Breaking,52077,0.28140820114748566,0.2175690406976744,0.30404402967217037,0.5901837663459877,0.18893177410373102,0.43130364652341724,78.48281583040499
2021,FC,Fastball,50026,0.3342485207100592,0.2566063977746871,0.22001425065315494,0.6544996601767081,0.1495022588254108,0.49376324311358094,88.6483228721065
2021,FF,Fastball,251958,0.35511023840174694,0.2567297079895991,0.19251208529236474,0.656422895879472,0.17686677938386555,0.5455988696528786,93.69873470975323
2021,FS,Offspeed,11386,0.2521067415730337,0.18454790823211875,0.3581963044583828,0.5942385385561215,0.07614614438784473,0.3556999824345688,85.73129281573863
2021,KC,Breaking,16191,0.2670522485053288,0.20805739514348787,0.32460655978820413,0.5982953492681119,0.178370699771478,0.42603915755666727,80.97424495089865
2021,SI,Fastball,108186,0.3619439585691258,0.2822858915209553,0.1380003655638823,0.659715674856266,0.20449041465624018,0.5332667812840848,92.98243950233858
2021,SL,Breaking,121610,0.28982899438489024,0.21308736512356422,0.33826789917112937,0.6291587862840227,0.14692870652084533,0.44155908231230984,84.860008223008
2021,ST,Breaking,13930,0.26123470522803116,0.185949177877429,0.34473111594653405,0.6325915290739411,0.17071069633883704,0.4407035175879397,81.20433596554199
2022,CH,Offspeed,79322,0.2953889297535858,0.23286792639005377,0.2842402197312746,0.6068556012203424,0.09731222107359874,0.38884546531857495,85.33117782036412
2022,CU,Breaking,52524,0.28169382757747197,0.21809136137494348,0.2890942181156377,0.6048663468128855,0.19686238671845252,0.4381616023151321,78.68414980103955
2022,FC,Fastball,52237,0.3328479951212075,0.2598320445663923,0.21431840720115952,0.6545552003369259,0.15265042020024122,0.4980952198633153,89.0795087302803
2022,FF,Fastball,235417,0.3437451262411839,0.2523648045689809,0.18884195397262193,0.6575735821966978,0.17285497648852888,0.5413033043493036,93.92297863302326
2022,FS,Offspeed,11281,0.24541077339753234,0.1938677738741616,0.34076643541460194,0.6088999202198386,0.07215672369470792,0.3642407587979789,87.07488697810479
2022,KC,Breaking,16423,0.2747173058013766,0.22073490813648294,0.31159621802002224,0.6149911709188334,0.17706874505267003,0.43463435425927055,81.64345310596833
2022,SI,Fastball,108887,0.35373305070488886,0.28210645526613815,0.13028092009781506,0.6710902127894055,0.20906995325429115,0.5401379411683672,93.32792579326811
2022,SL,Breaking,118787,0.2852194978230268,0.21670212765957447,0.32875626690557,0.632022022611902,0.14338269339237458,0.4422285266906311,85.14347185505734
2022,ST,Breaking,28366,0.26263583170799665,0.19380196523053667,0.3197811383843757,0.6293802439540295,0.1654092928153423,0.4440174857223437,81.58937940761635
2023,CH,Offspeed,77867,0.30279673555099507,0.23913824057450628,0.2949799862325676,0.6008450306291497,0.0970886254767745,0.3905633965608024,85.43390139597005
2023,CU,Breaking,47485,0.2893614130434783,0.2223630337297719,0.2957404881006518,0.5976203011477309,0.18081499420869748,0.4326208276297778,79.01215541750025
2023,FC,Fastball,56804,0.346434394272347,0.26880113278791695,0.2192998045139506,0.6572072389268362,0.16190761213999014,0.514893317372016,89.20580592915992
2023,FF,Fastball,230248,0.3571122947181536,0.25977345219595976,0.19159422644677337,0.6556669330461068,0.17451183072165666,0.5445172162190334,94.16329897892265
2023,FS,Offspeed,16055,0.2598762704374724,0.19886363636363635,0.33081534772182253,0.5944565555901589,0.07499221426346932,0.36356275303643726,86.70435378386794
2023,KC,Breaking,14862,0.3005971769815418,0.22970993261060652,0.31910352187833513,0.6109541111559682,0.1696272372493608,0.4271295922486879,81.96573139550533
2023,SI,Fastball,111206,0.3584265436944009,0.28353354278321935,0.12484419207407554,0.6728054241677607,0.21825261226912218,0.5547362552380267,93.38999865113979
2023,SL,Breaking,115424,0.29964965649246333,0.22527717836148523,0.3232211409695563,0.6312638619351262,0.14603548655392293,0.44958587468810646,85.44959887025229
2023,ST,Breaking,42000,0.28089049451065023,0.20474686767851685,0.3086741338890336,0.6149523809523809,0.15792857142857142,0.43647619047619046,81.60471428571428
2024,CH,Offspeed,72178,0.29651970367321745,0.2337726796448464,0.2919928581238841,0.5995455679015766,0.09515364792596082,0.3898002161323395,85.4484344260024
2024,CU,Breaking,44678,0.29119287601526567,0.2237740207917673,0.2940513261032965,0.603809481176418,0.18689287792649625,0.43670262769148127,79.39461703746811
2024,FC,Fastball,57879,0.3446821257400621,0.2657076205287714,0.2117457650846983,0.6559373866169077,0.16228683978645103,0.5163185265813162,89.53524482532224
2024,FF,Fastball,225470,0.33806621303793605,0.24614214971130335,0.18845424157557142,0.6620437308732869,0.1710914977602342,0.5534527875105335,94.290260345057
2024,FS,Offspeed,22094,0.26091613115834567,0.2032976670759516,0.324974057419578,0.59866932198787,0.07526930388340726,0.3721372318276455,86.52753688784284
2024,KC,Breaking,12499,0.2688682322243966,0.21193201526188,0.3300830624774287,0.6066085286822945,0.1634530762460997,0.4090727258180654,81.89792783422673
2024,SI,Fastball,111726,0.35745276642312274,0.28480898062647114,0.11652340019102196,0.6800655174265614,0.22086175106958095,0.5677192417163418,93.29362905679966
2024,SL,Breaking,107612,0.2909870224821788,0.22197122815360837,0.32193070908087745,0.6350314091365276,0.14655428762591532,0.4519849087462365,85.72608352228374
2024,ST,Breaking,47921,0.2782997762863535,0.21195603610043784,0.29418748002374323,0.6170363723628471,0.15999248763590077,0.4410175079818869,81.85072097827674
2025,CH,Offspeed,73056,0.28783459950033147,0.2287158856148744,0.29221537375437834,0.5928328953131844,0.08865801576872537,0.3920964739378011,85.84338863337715
2025,CU,Breaking,49646,0.29202660677263304,0.22528907124207384,0.29516760992599045,0.5974298030052774,0.18100149055311607,0.4389074648511461,79.70801877291223
2025,FC,Fastball,53677,0.357820248722057,0.2741368971129958,0.20169369778080223,0.6562959926970583,0.16345920971738362,0.5381075693500009,89.72882053766044
2025,FF,Fastball,226064,0.34242082863937917,0.2498208105506748,0.18499174872603957,0.659976820723335,0.1720618939769269,0.5661184443343478,94.49497748405304
2025,FS,Offspeed,23503,0.2671104989286808,0.21077397371410028,0.32649207782612266,0.5916266008594647,0.07330979023954388,0.38539760881589585,86.45386120920733
2025,KC,Breaking,11974,0.2875582168995343,0.22015725518227305,0.3497591700629863,0.6032236512443628,0.152413562719225,0.40905294805411724,82.84980791715384
2025,SI,Fastball,110128,0.35329944244014433,0.28121651084586674,0.11979073064557999,0.6777386314107221,0.2229587389219817,0.5800977044893215,93.79932441635566
2025,SL,Breaking,104773,0.30039544861033396,0.22871499777120397,0.313623628297922,0.6355645061227606,0.1449896442785832,0.46854628577973334,86.13178204308362
2025,ST,Breaking,49953,0.28263012136515436,0.21480635812768947,0.2998760293987426,0.6134566492502953,0.1612715952995816,0.4513843012431686,82.48888755430104
