year,pitcher,total_pitches,arsenal_size,primary_pitch,primary_pct
2017,543779,680,3,FF,60.882352941176464
2017,543935,944,4,SL,34.42796610169492
2017,664641,2662,3,FF,57.70097670924117
2017,621058,917,4,FF,52.453653217012
2017,518875,490,2,FF,57.55102040816327
2017,502171,2846,4,SI,50.49191848208011
2017,434622,2585,6,SI,35.8220502901354
2017,612672,493,5,FF,54.15821501014199
2017,594867,268,4,SI,38.80597014925373
2017,620982,575,4,FF,37.391304347826086
2017,501593,826,3,CH,49.39467312348668
2017,606959,521,5,FF,46.64107485604607
2017,543548,866,6,FF,43.87990762124711
2017,599998,226,2,FF,47.34513274336283
2017,534947,2081,4,FF,55.06967803940414
2017,502154,560,3,SI,87.5
2017,605164,2815,5,FF,44.04973357015986
2017,502051,277,3,FF,41.87725631768953
2017,572308,292,3,SL,44.52054794520548
2017,451596,2283,5,FF,31.625054752518615
2017,592314,2765,5,FF,38.77034358047016
2017,571666,2628,6,FF,32.76255707762557
2017,641816,368,3,FF,64.40217391304348
2017,592761,340,3,FF,48.23529411764706
2017,475115,966,3,FF,45.8592132505176
2017,644428,382,4,FF,54.973821989528794
2017,571760,414,3,SI,61.35265700483091
2017,519076,2750,5,SI,32.0
2017,542888,430,4,FF,56.51162790697675
2017,276542,861,4,FF,49.12891986062718
2017,622491,1484,4,FF,46.5633423180593
2017,453343,502,3,FC,61.354581673306775
2017,592279,313,3,SL,44.72843450479233
2017,502593,477,4,SI,59.329140461215935
2017,502706,2458,5,SI,36.08624898291294
2017,594742,1067,5,SI,43.767572633552014
2017,607074,1178,4,FF,46.17996604414261
2017,493157,672,2,FF,63.095238095238095
2017,519322,909,4,SL,37.51375137513752
2017,548357,799,4,SI,48.56070087609512
2017,475479,969,4,FF,32.19814241486068
2017,595191,2128,4,FF,37.265037593984964
2017,607320,319,4,FC,35.73667711598746
2017,605242,2469,4,SI,36.69501822600243
2017,607200,298,4,SI,51.34228187919463
2017,501697,969,4,SI,46.95562435500516
2017,621112,935,6,SI,48.663101604278076
2017,643329,262,4,SI,35.87786259541985
2017,519344,300,4,FF,29.333333333333332
2017,543964,638,3,SL,39.341692789968654
2017,500724,2294,4,SI,47.34088927637315
2017,621107,1016,5,SI,37.696850393700785
2017,571927,1169,4,SI,58.76817792985458
2017,444857,1905,5,FC,34.01574803149606
2017,572096,882,3,FF,74.14965986394559
2017,570666,624,4,FF,41.82692307692308
2017,595001,578,5,FF,30.96885813148789
2017,541652,327,3,FF,48.01223241590214
2017,491703,847,3,FF,62.8099173553719
2017,592169,495,4,SI,42.42424242424242
2017,592826,1266,5,FF,65.79778830963664
2017,570810,652,4,FF,35.42944785276074
2017,502211,755,5,FC,34.83443708609272
2017,491624,500,4,CH,49.4
2017,572044,214,3,FF,41.58878504672897
2017,572831,610,3,FF,44.75409836065574
2017,593423,617,4,FF,37.763371150729334
2017,543652,389,5,SI,42.673521850899746
2017,503449,1118,5,FF,36.493738819320214
2017,621295,753,4,FF,58.300132802124836
2017,446099,473,4,SI,35.72938689217759
2017,594795,406,2,FF,81.77339901477832
2017,534812,510,3,FF,59.01960784313726
2017,554430,1559,5,FF,43.87427838357922
2017,664701,365,4,FF,39.45205479452055
2017,542924,296,3,FF,65.87837837837837
2017,543746,344,3,SI,66.27906976744185
2017,543542,1151,4,CU,37.011294526498695
2017,592717,611,4,FF,39.770867430441896
2017,457429,355,3,SL,60.281690140845065
2017,598271,448,4,FF,55.58035714285714
2017,519166,640,4,SL,31.25
2017,471822,538,3,SL,52.973977695167285
2017,572750,914,5,FF,42.560175054704594
2017,517414,1045,5,FF,43.82775119617225
2017,461833,907,5,FF,32.08379272326351
2017,605452,1181,4,SI,50.88907705334462
2017,455374,227,2,FF,68.28193832599119
2017,594943,242,4,SI,53.71900826446281
2017,500765,267,3,FF,55.80524344569289
2017,501381,1550,3,FF,47.612903225806456
2017,450172,1497,4,SI,44.62257849031396
2017,593969,237,3,FF,49.36708860759494
2017,592869,264,3,FF,49.24242424242424
2017,502046,573,4,SI,34.20593368237348
2017,502327,1233,7,SI,56.772100567721004
2017,573589,594,5,SI,41.582491582491585
2017,621381,646,4,FF,67.18266253869969
2017,592614,374,4,FF,45.45454545454545
2017,545363,630,5,SI,45.55555555555556
2017,516714,317,2,SL,61.51419558359621
2017,600944,528,4,FF,45.83333333333333
2017,534910,1207,5,SI,57.49792874896438
2017,430589,252,2,SI,70.23809523809523
2017,605232,240,4,SI,42.5
2017,592233,246,2,SI,62.19512195121951
2017,457768,320,4,FC,31.5625
2017,408061,431,3,FF,55.22041763341067
2017,502272,208,3,SL,43.269230769230774
2017,573064,305,4,SL,52.459016393442624
2017,276520,1147,6,CU,28.07323452484743
2017,491646,361,3,SI,59.2797783933518
2017,594772,226,5,FF,42.0353982300885
2017,432934,536,2,SL,56.529850746268664
2017,573244,302,5,FF,31.788079470198678
2017,608328,458,5,FF,41.04803493449782
2017,642229,314,5,SI,27.070063694267514
2017,533167,1260,5,FS,30.238095238095237
2017,606983,311,5,SL,47.90996784565916
2017,447714,296,3,SI,49.32432432432432
2017,518927,245,4,FC,37.55102040816327
2017,592811,1083,4,SI,40.99722991689751
2017,452666,452,4,FF,34.73451327433628
2017,570257,496,3,SI,43.54838709677419
2017,543054,485,5,SI,57.113402061855666
2017,455009,292,3,FF,52.73972602739726
2017,595234,330,4,FF,65.15151515151516
2017,462515,325,3,FF,43.07692307692308
2017,518567,306,3,FC,52.28758169934641
2017,628711,412,4,FF,51.94174757281553
2017,501992,747,4,FF,41.231593038821956
2017,450308,665,5,FF,28.87218045112782
2017,547874,453,5,FC,34.216335540838855
2017,502009,260,4,FF,41.53846153846154
2017,453214,383,3,KN,79.89556135770235
2017,518858,203,2,SI,52.21674876847291
2017,571946,384,4,SI,39.84375
2018,445276,1140,3,FC,83.94736842105263
2018,459429,858,2,FF,86.36363636363636
2018,628317,1965,5,FF,41.832061068702295
2018,518397,967,3,SI,83.35056876938987
2018,520980,939,4,FF,39.51011714589989
2018,623184,907,4,FF,48.62183020948181
2018,621111,2079,6,FF,40.74074074074074
2018,643466,699,4,SI,35.336194563662374
2018,608566,3117,5,FF,46.00577478344562
2018,623352,1312,2,SI,79.11585365853658
2018,448802,1380,5,FF,34.78260869565217
2018,445213,978,4,SI,79.75460122699386
2018,600968,731,4,FF,44.18604651162791
2018,518553,1157,3,SI,49.09248055315471
2018,458677,1033,3,FF,75.31461761858664
2018,608349,988,2,FF,70.95141700404858
2018,445926,1477,6,FC,36.696005416384565
2018,465657,1047,4,FF,64.94746895893027
2018,458584,589,2,FC,68.42105263157895
2018,468504,3006,5,SL,44.81037924151697
2018,500779,2892,5,FF,49.654218533886585
2018,543734,873,5,SI,42.84077892325315
2018,493200,1161,5,FF,51.162790697674424
2018,542881,2848,5,FF,39.64185393258427
2018,608723,216,3,FF,61.57407407407407
2018,622772,332,5,FF,40.66265060240964
2018,525768,371,4,FF,53.09973045822103
2018,607200,944,5,SI,52.96610169491526
2018,643493,1018,4,FF,43.90962671905697
2018,607352,1220,5,SI,56.0655737704918
2018,543208,2041,4,SI,54.63008329250367
2018,621056,695,4,FF,52.80575539568345
2018,642232,2395,4,FF,32.35908141962422
2018,592773,1080,3,FF,60.092592592592595
2018,542888,204,3,FC,38.72549019607843
2018,455119,703,4,FF,50.07112375533428
2018,592705,292,3,FF,50.68493150684932
2018,622795,492,5,FF,43.90243902439025
2018,435043,913,5,SI,46.33077765607886
2018,657205,317,3,FF,59.305993690851736
2018,572021,802,2,SI,91.77057356608479
2018,519043,1789,4,FF,58.41252096143097
2018,451596,1667,5,FF,30.17396520695861
2018,606273,829,4,FF,32.56936067551266
2018,407822,996,4,FF,43.27309236947791
2018,594577,906,2,FF,59.93377483443708
2018,594965,581,3,FF,63.16695352839932
2018,641712,433,3,SI,58.198614318706696
2018,643778,354,3,FF,58.75706214689266
2018,605218,946,2,FF,75.79281183932348
2018,621219,292,5,FF,34.58904109589041
2018,596295,1226,4,FF,48.694942903752036
2018,592741,1006,3,FF,53.77733598409543
2018,656427,2586,5,FF,39.984532095901
2018,543557,1944,5,SI,32.150205761316876
2018,553878,1201,4,FF,65.36219816819317
2018,623451,677,5,FF,42.98375184638109
2018,593140,934,4,FF,67.6659528907923
2018,628452,1145,4,SI,31.790393013100438
2018,643230,1649,6,FF,45.36082474226804
2018,456696,974,5,SI,44.969199178644764
2018,596720,505,4,FF,37.62376237623762
2018,453172,1133,3,SI,77.58164165931156
2018,607237,999,4,FF,59.95995995995996
2018,605538,606,3,SL,47.02970297029702
2018,607219,2395,5,SI,63.67432150313152
2018,605280,499,4,SI,48.49699398797595
2018,501822,648,5,FF,29.166666666666668
2018,641941,1038,3,FF,64.73988439306359
2018,547749,501,4,FF,57.684630738522955
2018,605525,243,3,FF,60.90534979423868
2018,605301,288,3,FF,61.111111111111114
2018,488748,678,3,FF,66.07669616519173
2018,628333,765,6,SI,28.49673202614379
2018,433589,1308,4,FF,46.788990825688074
2018,642152,1123,4,FC,38.824577025823686
2018,474463,1197,5,SI,31.161236424394318
2018,533167,499,4,SI,34.66933867735471
2018,518886,1110,2,FF,64.6846846846847
2018,519141,1446,5,FF,39.695712309820195
2018,595918,871,5,SL,43.398392652123995
2018,518489,486,3,FF,52.2633744855967
2018,598264,1108,3,FF,54.78339350180506
2018,593958,2313,5,FF,39.38607868568958
2018,596074,374,3,FF,59.893048128342244
2018,642528,498,3,FF,55.82329317269076
2018,523260,1175,5,FF,49.87234042553192
2018,519144,3095,5,SI,29.72536348949919
2018,502085,1184,3,FC,41.4695945945946
2018,570666,704,4,SL,42.32954545454545
2018,592789,2411,5,SI,32.26876814599751
2018,641755,210,2,FF,59.04761904761905
2018,645261,567,5,FF,33.50970017636684
2018,608638,505,3,SL,49.504950495049506
2018,448179,2103,4,FF,55.254398478364244
2018,502706,2902,4,SI,56.89179875947622
2018,608717,2446,6,FF,51.02207686017989
2018,572955,815,3,FF,49.938650306748464
2018,519326,793,4,FF,54.476670870113495
2018,605498,2482,5,FF,38.718775181305396
2018,571710,1244,3,FF,75.48231511254019
2018,621121,2106,3,KC,46.628679962013294
2018,543521,1204,4,FF,48.08970099667774
2018,643316,636,2,FF,56.289308176100626
2018,657624,349,3,FF,59.885386819484246
2018,606965,774,3,FF,41.60206718346253
2018,502748,1154,4,ST,40.20797227036395
2018,642231,673,3,SI,62.555720653789
2018,450203,2686,5,FF,31.08711839166046
2018,543475,1400,5,FF,34.35714285714286
2018,643617,395,3,FF,57.974683544303794
2018,622783,270,3,FF,63.33333333333333
2018,448855,2294,5,FF,39.31996512641674
2018,543278,1367,4,FC,33.57717629846379
2018,605513,282,4,SI,42.5531914893617
2018,461829,3016,4,FF,29.310344827586203
2018,545333,2850,6,FF,36.80701754385965
2018,641838,1008,5,SI,64.48412698412699
2018,594902,541,4,FF,46.21072088724584
2018,543169,1249,3,SI,46.83746997598078
2018,471911,2871,5,SL,31.731104144897248
2018,607215,1086,4,FF,31.675874769797424
2018,543507,448,4,FF,58.48214285714286
2018,279571,573,4,FF,46.07329842931937
2018,518858,515,2,SI,64.66019417475728
2018,543118,786,3,FS,46.56488549618321
2018,605240,890,5,FC,31.797752808988765
2018,573668,909,4,FF,61.16611661166117
2018,573124,947,3,SI,51.42555438225976
2018,657610,1118,4,SI,36.94096601073345
2018,592229,2052,6,SI,60.18518518518518
2018,543483,1006,4,FF,59.04572564612326
2018,641793,426,5,FF,47.88732394366197
2018,622554,931,4,FF,59.828141783029
2018,621345,1020,3,FF,48.529411764705884
2018,593576,796,4,FS,49.120603015075375
2018,608331,571,3,FF,55.34150612959719
2018,644364,938,4,SL,55.970149253731336
2018,458924,528,2,SI,71.5909090909091
2018,656794,2918,4,FF,62.268677176148046
2018,591693,743,4,SL,57.335127860026915
2018,571901,711,4,SI,65.54149085794656
2018,592332,3003,4,FF,58.47485847485847
2018,488984,957,4,FC,44.72309299895507
2018,605388,849,5,SL,41.69611307420495
2018,624133,225,4,FF,37.333333333333336
2018,620454,632,2,FF,55.22151898734177
2018,605151,1226,3,FF,68.92332789559543
2018,489446,1009,3,FF,58.37462834489594
2018,489334,1120,3,SI,68.21428571428572
2018,611093,491,3,FF,55.397148676171085
2018,664192,2056,2,SI,63.66731517509727
2018,642073,285,2,FF,45.614035087719294
2018,592662,2282,3,FF,53.943908851884316
2018,448281,618,3,FF,88.83495145631069
2018,518813,813,3,SL,45.51045510455104
2018,606983,283,4,SI,35.68904593639576
2018,544931,2156,5,FF,45.40816326530612
2018,518452,1922,5,FF,40.634755463059314
2018,592351,2794,4,FF,49.57050823192555
2018,489265,1129,4,SL,58.015943312666074
2018,475054,771,3,ST,52.39948119325552
2018,641835,609,3,FF,48.44006568144499
2018,621366,1581,4,SI,58.697027197975956
2018,650895,893,3,SL,45.912653975363945
2018,605483,2913,4,FF,51.493305870236874
2018,621242,1170,2,FF,62.136752136752136
2018,517008,1085,2,FC,55.2073732718894
2018,592222,1063,3,SI,51.83443085606774
2018,592716,339,3,SI,57.52212389380531
2018,543883,826,3,FF,47.57869249394673
2018,572020,2596,3,FF,63.559322033898304
2018,593372,1973,6,SI,26.305119107957424
2018,571945,3004,5,FF,26.73102529960053
2018,430935,3055,6,FF,30.343698854337152
2018,605195,1046,3,FF,56.97896749521989
2018,592791,2947,5,FF,35.45978961655921
2018,547179,1292,6,SI,39.78328173374613
2018,595014,1153,4,SI,50.13009540329575
2018,544727,1191,4,SI,52.64483627204031
2018,592135,1034,2,FF,55.512572533849124
2018,592547,715,4,FF,56.08391608391609
2018,407845,1165,3,SI,47.81115879828326
2018,518875,726,2,FF,52.20385674931129
2018,462382,1015,4,SI,59.310344827586206
2018,502239,1790,5,SI,37.93296089385475
2018,598287,1378,3,FF,41.944847605224965
2018,572140,2146,4,FF,45.806150978564766
2018,521230,448,3,FF,52.00892857142857
2018,547973,920,3,FF,65.8695652173913
2018,656547,1032,4,FF,55.32945736434108
2018,584171,1386,5,SI,36.868686868686865
2018,592454,485,3,FF,54.43298969072165
2018,543243,2246,6,SI,30.320569902048085
2018,453214,824,4,KN,87.25728155339806
2018,592390,1102,3,FF,55.172413793103445
2018,458681,2934,5,FF,44.92160872528971
2018,519443,648,3,FF,38.88888888888889
2018,593334,1466,4,CU,36.084583901773534
2018,543135,1785,5,FF,39.719887955182074
2018,457915,586,4,FF,51.365187713310576
2018,606424,1019,3,FF,52.30618253189402
2018,594027,1118,4,FF,76.20751341681574
2018,642008,514,3,FF,66.9260700389105
2018,607968,561,6,FC,35.47237076648842
2018,607457,1012,3,FF,59.78260869565217
2018,460283,779,3,FF,51.732991014120664
2018,608716,1147,4,FF,76.37314734088928
2018,461872,488,2,FF,53.07377049180327
2018,543045,774,3,FF,56.84754521963824
2018,622098,435,4,FF,58.85057471264368
2018,670950,2232,3,FF,54.79390681003584
2018,641341,565,3,FF,68.84955752212389
2018,571927,2692,4,SI,59.43536404160476
2018,573127,200,3,SL,50.5
2018,519293,809,3,FF,46.10630407911001
2018,622072,2443,3,SI,42.93900941465411
2018,453343,652,4,FC,53.83435582822086
2018,425492,833,5,FF,40.816326530612244
2018,453265,958,3,SI,50.73068893528184
2018,605143,403,2,FF,64.01985111662532
2018,477132,2360,3,SL,42.11864406779661
2018,621389,1878,4,SI,57.61448349307774
2018,605446,1862,5,FF,37.003222341568204
2018,444468,986,4,FF,56.18661257606491
2018,543219,455,5,SL,29.67032967032967
2018,501789,887,2,FC,62.119503945885
2018,501925,687,3,SL,34.643377001455605
2018,606944,372,3,FF,66.39784946236558
2018,434378,3420,5,FF,61.16959064327485
2018,605164,2837,5,FF,47.79696862883328
2018,502026,1211,4,KC,30.800990916597854
2018,571656,1253,3,FF,57.382282521947324
2018,572403,912,4,SI,49.23245614035088
2018,621385,700,4,FF,48.42857142857142
2018,606930,840,2,FC,50.0
2018,592865,940,2,FF,64.57446808510639
2018,488786,835,3,SL,44.91017964071856
2018,596057,815,5,FF,49.20245398773006
2018,669203,571,3,FF,58.49387040280211
2018,489119,1287,6,FC,41.25874125874126
2018,503449,601,3,FF,49.25124792013311
2018,543272,1172,3,ST,54.26621160409556
2018,424144,467,3,SL,49.03640256959314
2018,592102,1133,2,FF,60.282436010591354
2018,657612,768,3,SI,44.53125
2018,519096,898,4,SI,67.37193763919822
2018,453192,556,2,SL,56.65467625899281
2018,596001,2838,5,SL,34.24947145877378
2018,446372,3077,5,SI,32.661683457913554
2018,600986,319,2,FF,78.36990595611285
2018,622382,627,4,CH,38.43700159489633
2018,607481,609,5,SI,55.66502463054187
2018,502043,3234,5,SI,34.384662956091525
2018,491646,449,4,SI,39.643652561247215
2018,607074,1966,4,FF,47.30417090539166
2018,657053,474,4,SI,30.37974683544304
2018,595465,1031,4,FC,50.33947623666344
2018,605400,3212,4,FF,36.457036114570364
2018,434671,2127,7,FF,32.957216737188524
2018,673633,1098,2,FF,53.642987249544625
2018,628318,461,4,FF,63.77440347071583
2018,518617,1012,3,FF,46.047430830039524
2018,446899,1067,3,SI,73.10215557638237
2018,571946,328,3,FF,57.92682926829268
2018,622259,322,2,FF,68.63354037267081
2018,643327,3007,4,KC,40.30595277685401
2018,621381,998,4,FF,58.016032064128254
2018,656798,656,4,FF,62.5
2018,519151,1089,4,FF,41.23048668503214
2018,605541,1560,5,FF,39.294871794871796
2018,664285,633,4,SI,43.28593996840443
2018,606162,1223,4,FF,46.116107931316435
2018,572971,3309,5,SI,41.100030220610456
2018,451584,1106,4,FF,47.19710669077758
2018,593833,788,4,FC,75.25380710659898
2018,493603,1271,4,ST,46.734854445318646
2018,502522,885,3,FF,63.05084745762712
2018,519301,727,3,SI,63.96148555708391
2018,607536,3246,5,FF,39.49476278496611
2018,605452,250,4,FF,30.4
2018,571704,763,2,FF,58.84665792922673
2018,572193,1038,4,FC,34.39306358381503
2018,573064,500,4,SL,67.0
2018,621237,1036,3,SI,69.20849420849422
2018,502593,790,3,SI,65.69620253164557
2018,623381,695,3,FF,64.1726618705036
2018,592473,503,4,SI,52.88270377733598
2018,607192,1855,4,FF,70.45822102425876
2018,476589,988,4,SL,45.74898785425101
2018,572750,841,5,FF,34.126040428061835
2018,453281,2443,5,CH,29.84036021285305
2018,605488,561,3,FF,62.03208556149733
2018,527048,1403,5,SI,50.60584461867427
2018,608678,389,3,FC,38.303341902313626
2018,663855,1274,2,SI,76.53061224489795
2018,543294,3047,4,SI,44.4043321299639
2018,502032,969,4,FC,36.119711042311664
2018,605154,833,2,FF,51.50060024009604
2018,425794,732,5,CU,35.79234972677596
2018,593144,1130,2,FF,75.13274336283186
2018,593974,866,4,CH,30.484988452655887
2018,543101,1790,5,SL,34.91620111731844
2018,592468,1304,6,FF,39.7239263803681
2018,570663,969,4,FF,60.474716202270386
2018,518566,571,3,FF,39.05429071803853
2018,605135,807,5,SI,42.998760842627014
2018,623430,407,3,FF,52.825552825552826
2018,571666,2667,5,FF,38.282714660667416
2018,642545,2171,4,SL,36.02026715799171
2018,502154,656,2,SI,91.92073170731707
2018,476454,1134,3,FF,47.795414462081126
2018,643338,1251,3,FF,86.57074340527578
2018,457918,3049,5,FF,59.26533289603149
2018,571035,348,5,FF,29.310344827586203
2018,598271,1710,5,FF,47.60233918128655
2018,621295,600,4,FF,62.66666666666667
2018,623402,404,3,FF,59.15841584158416
2018,543193,210,3,FF,56.19047619047619
2018,570632,2770,5,SI,55.55956678700361
2018,623149,1057,4,FF,59.22421948912016
2018,621261,1034,4,FF,43.907156673114116
2018,473879,987,5,SI,58.5612968591692
2018,606625,1098,2,FF,50.72859744990893
2018,547943,1236,5,FF,31.87702265372168
2018,518516,2046,4,FC,35.19061583577713
2018,532077,531,5,FF,49.152542372881356
2018,664682,365,2,SL,49.31506849315068
2018,656945,957,2,FF,55.276907001044925
2018,448609,626,3,FF,52.07667731629393
2018,605276,1750,4,FF,58.457142857142856
2018,543037,3256,5,FF,50.33783783783784
2018,622505,440,3,SI,72.04545454545455
2018,543935,941,4,SL,53.6663124335813
2018,605540,746,4,FF,55.36193029490617
2018,519455,2074,5,FF,42.96046287367406
2018,605200,1123,4,SI,56.72306322350846
2018,592644,1266,4,FF,59.71563981042654
2018,572143,1431,3,FF,61.0062893081761
2018,643256,945,3,SI,46.77248677248677
2018,605182,3263,4,FF,52.80416794361017
2018,623470,252,2,FF,54.761904761904766
2018,453178,2054,6,FF,57.40019474196689
2018,642083,216,4,FF,44.907407407407405
2018,502327,1959,6,FF,65.08422664624808
2018,608328,275,3,FF,53.45454545454545
2018,608337,3005,5,FF,39.001663893510816
2018,518693,886,4,FF,38.036117381489845
2018,527055,621,4,SI,57.48792270531401
2018,605441,621,4,SI,44.12238325281804
2018,656354,614,3,FF,47.88273615635179
2018,656977,228,2,FF,63.59649122807017
2018,472610,762,4,SL,39.37007874015748
2018,542960,1159,4,FF,52.37273511647972
2018,592145,1013,4,FF,47.77887462981244
2018,623454,221,5,FF,42.98642533936652
2018,592314,3039,5,FF,40.11187890753538
2018,542882,1345,4,FF,46.84014869888476
2018,502202,975,3,FF,66.25641025641026
2018,622766,347,3,FF,53.31412103746398
2018,664208,833,3,FF,61.104441776710686
2018,517414,202,4,CH,35.148514851485146
2018,605177,878,3,SL,42.48291571753987
2018,476594,609,4,FF,51.39573070607554
2018,641778,1921,5,FF,57.62623633524206
2018,571578,3138,5,SL,40.98151688973869
2018,621244,2981,4,FF,34.38443475343844
2018,625643,3083,4,FF,60.687641907233214
2018,600917,933,5,FF,44.265809217577704
2018,475857,312,3,FF,58.01282051282052
2018,642558,877,5,SI,56.442417331813
2018,594835,2562,4,FF,32.20140515222483
2018,452657,3108,5,FF,45.463320463320464
2018,592866,2723,4,FF,51.450605949320604
2018,450212,370,2,SL,59.72972972972973
2018,453562,2759,5,SI,53.751359188111635
2018,622608,1523,4,FF,64.08404464871963
2018,282332,2506,5,FC,43.73503591380686
2018,552640,636,3,SL,54.55974842767296
2018,621289,583,3,FF,80.27444253859348
2018,641427,473,2,FF,61.31078224101479
2018,624427,510,4,FF,59.411764705882355
2018,434538,2260,4,SI,43.31858407079646
2018,519166,747,3,SL,42.704149933065594
2018,434628,2070,5,SI,38.792270531400966
2018,621397,450,4,FF,38.666666666666664
2018,458708,1136,5,FC,38.99647887323944
2018,642098,670,4,FF,56.4179104477612
2018,607229,1281,4,SI,61.43637782982046
2018,450306,1540,4,SI,42.79220779220779
2018,527054,2798,5,FF,42.28020014295926
2018,501625,1021,6,FF,36.6307541625857
2018,571760,2754,3,SI,58.16993464052288
2018,543391,353,5,FF,37.39376770538244
2018,606131,825,4,SI,51.39393939393939
2018,467100,2528,4,SI,35.52215189873418
2018,543766,1015,2,FC,84.33497536945814
2018,601713,2815,5,FF,50.12433392539965
2018,596271,398,4,SL,38.44221105527638
2018,429719,1480,6,FC,33.71621621621622
2018,607473,858,4,SL,41.142191142191145
2018,433587,2561,5,SI,32.33112065599375
2018,547888,2396,6,SL,33.2220367278798
2018,630023,1312,4,SI,56.631097560975604
2018,607231,1874,5,SI,38.58057630736393
2018,622694,1113,3,FF,62.08445642407907
2018,622446,916,4,FF,43.777292576419214
2018,594840,846,3,SI,66.66666666666666
2018,605255,533,4,FF,36.96060037523452
2018,612672,2204,5,FF,53.03992740471869
2018,519381,224,3,SL,50.44642857142857
2018,657571,829,3,FF,71.77322074788903
2018,425844,3208,6,FF,43.11097256857855
2018,554340,362,4,FF,54.972375690607734
2018,451661,548,3,FF,72.8102189781022
2018,548389,1930,5,FF,39.274611398963735
2018,641571,1324,5,FF,48.338368580060425
2018,642003,719,4,SL,40.47287899860918
2018,461325,1147,4,FF,42.98169136878814
2018,672335,220,2,FF,63.18181818181819
2018,656887,636,5,FF,54.40251572327044
2018,592665,888,3,FF,67.56756756756756
2018,608648,413,4,FF,37.04600484261501
2018,571510,2854,5,FF,34.16257883672039
2018,543606,2979,5,FF,54.0785498489426
2018,669456,1802,4,FF,57.4361820199778
2018,519242,2524,4,FF,38.985736925515056
2018,607625,1612,5,CU,31.82382133995037
2018,594798,3210,5,FF,42.80373831775701
2018,592426,707,3,SL,42.14992927864215
2018,456034,2714,5,SI,33.419307295504794
2018,643354,379,3,SI,56.200527704485495
2018,453284,1146,3,FF,57.5043630017452
2018,572362,1564,5,FF,30.24296675191816
2018,656803,227,3,FF,70.92511013215858
2018,502042,2503,5,SL,41.66999600479425
2018,622075,251,2,FF,62.94820717131474
2018,660853,335,3,FF,60.298507462686565
2018,592826,2471,5,FF,54.30999595305545
2018,518748,294,3,FF,48.63945578231292
2018,502190,2796,6,SI,34.69241773962804
2018,622663,3148,3,FF,50.47649301143583
2018,656222,880,4,FF,42.27272727272727
2018,607188,1113,4,FF,60.64690026954178
2018,446399,569,5,KC,36.7311072056239
2018,475115,2497,5,FF,43.4120945134161
2018,656738,369,3,SI,66.39566395663957
2018,453286,3480,5,FF,50.143678160919535
2018,656257,316,3,FF,61.07594936708861
2018,571670,989,4,SI,53.48837209302325
2018,571863,1295,4,FF,43.08880308880309
2018,543506,666,4,SL,42.492492492492495
2018,518774,2531,5,SI,30.462267878308968
2018,643410,468,5,SI,27.564102564102566
2018,592130,790,3,FF,65.0632911392405
2018,572888,1071,4,SI,45.65826330532213
2018,641729,1147,3,FF,67.21883173496077
2018,640464,628,5,SI,49.681528662420384
2018,448306,3304,6,FF,25.575060532687647
2018,621142,300,3,FF,57.99999999999999
2018,570240,1409,4,SI,50.31937544357701
2018,571951,1169,4,FF,60.90675791274593
2018,488846,718,5,FF,32.31197771587744
2018,621107,2040,5,FF,46.42156862745098
2018,596043,1772,6,FF,39.729119638826184
2018,642547,1381,3,FF,77.697320782042
2018,543359,1070,3,SI,53.925233644859816
2018,462136,2498,4,FF,49.31945556445156
2018,641438,948,4,FF,46.62447257383967
2018,458006,672,4,SI,44.642857142857146
2018,641745,2232,4,FF,44.48924731182796
2018,502171,2437,3,SI,51.5387771850636
2018,112526,2228,5,SI,62.34290843806104
2018,501985,2548,4,FF,48.27315541601256
2018,571561,372,2,FF,79.03225806451613
2018,605121,1051,3,SL,54.90009514747859
2018,612434,1458,3,SI,58.43621399176955
2018,541640,752,5,SI,33.51063829787234
2018,446099,915,4,SI,62.40437158469946
2018,501593,824,3,CH,47.69417475728155
2018,650828,929,4,SI,44.456404736275566
2018,622491,2771,4,FF,36.70155178635871
2018,605347,884,5,SI,30.76923076923077
2018,593423,992,4,SI,55.443548387096776
2018,592717,1793,4,SI,32.515337423312886
2018,518715,946,4,SI,41.2262156448203
2018,502624,2600,5,FF,40.84615384615385
2018,623465,219,3,FF,59.817351598173516
2018,554430,2882,6,FF,43.54614850798057
2018,605397,1627,6,FF,32.022126613398896
2018,543699,2954,6,SI,39.404197698036555
2018,476451,1380,5,SI,34.27536231884058
2018,596133,2385,4,FF,57.52620545073375
2018,605242,2147,5,SI,35.35165346995808
2018,592804,430,3,FF,55.58139534883721
2018,467008,869,4,FC,30.37974683544304
2018,502212,778,5,FF,33.933161953727506
2018,488768,2647,5,SI,34.68077068379297
2018,608371,312,4,FF,46.47435897435898
2018,641816,2062,3,FF,67.60426770126091
2018,642028,212,3,FF,56.132075471698116
2018,543022,1946,5,FF,32.57965056526208
2018,519008,1068,3,SI,72.65917602996255
2018,453329,1418,5,FC,24.682651622002822
2018,664028,503,3,FF,67.39562624254472
2018,573185,2135,4,FF,43.37236533957846
2018,656629,256,4,FF,62.5
2018,456701,1788,5,FF,40.380313199105146
2018,518633,2775,5,FF,38.126126126126124
2018,573186,1707,5,SI,43.878148799062686
2018,605309,859,2,FF,62.63096623981374
2018,660271,852,4,FF,46.36150234741784
2018,543056,394,4,SL,37.81725888324873
2018,571800,751,4,FF,53.26231691078562
2018,592169,602,3,SI,48.50498338870432
2018,516969,696,4,FF,41.810344827586206
2018,596112,247,3,SL,38.8663967611336
